cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
jhrhlqrv,b793b1695a536802786bc1bd69263ef6be7aef7b; cbba95c655da992fadbbb4a96be188c6e0e78b4a; e09d38e89779eace0812aea4a0674b442ad8194e,PMC,"Protocol for the WARM Hearts study: examining cardiovascular disease risk in middle-aged and older women - a prospective, observational cohort study",10.1136/bmjopen-2020-044227,PMC8154968,34035097,cc-by-nc,"INTRODUCTION: Cardiovascular disease (CVD) is a leading cause of death in women. Novel approaches to detect early signs of elevated CVD risk in women are needed. Enhancement of traditional CVD risk assessment approaches through the addition of procedures to assess physical function or frailty as well as novel biomarkers of cardiovascular, gut and muscle health could improve early identification. The Women’s Advanced Risk-assessment in Manitoba (WARM) Hearts study will examine the use of novel non-invasive assessments and biomarkers to identify women who are at elevated risk for adverse cardiovascular events. METHODS AND ANALYSIS: One thousand women 55 years of age or older will be recruited and screened by the WARM Hearts observational, cohort study. The two screening appointments will include assessments of medical history, gender variables, body composition, cognition, frailty status, functional fitness, physical activity levels, nutritional status, quality of life questionnaires, sleep behaviour, resting blood pressure (BP), BP response to moderate-intensity exercise, a non-invasive measure of arterial stiffness and heart rate variability. Blood sample analysis will be used to assess lipid and novel biomarker profiles and stool samples will support the characterisation of gut microbiota. The incidence of the adverse cardiovascular outcomes will be assessed 5 years after screening to compare WARM Hearts approaches to the Framingham Risk Score, the current clinical standard of assessing CVD risk in Canada. ETHICS AND DISSEMINATION: The University of Manitoba Health Research Ethics Board (7 October 2019) and the St Boniface Hospital Research Review Committee (7 October 2019) approved the trial (Ethics Number HS22576 (H2019:063)). Recruitment started 10 October 2020. Data gathered from the WARM Hearts study will be published in peer-reviewed journals and presented at national and international conferences. Knowledge translation strategies will be created to share our findings with stakeholders who are positioned to implement evidence-informed CVD risk assessment programming. TRIAL REGISTRATION NUMBER: NCT03938155.",2021-05-25,"Rose, Alexandra V; Boreskie, Kevin F; Hay, Jacqueline L; Thompson, Liam; Arora, Rakesh C; Duhamel, Todd A",BMJ Open,,,,document_parses/pdf_json/b793b1695a536802786bc1bd69263ef6be7aef7b.json; document_parses/pdf_json/cbba95c655da992fadbbb4a96be188c6e0e78b4a.json; document_parses/pdf_json/e09d38e89779eace0812aea4a0674b442ad8194e.json,document_parses/pmc_json/PMC8154968.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8154968/,
sgxz2egu,ad4c795f4e7867240684bfb62a9f5a40e92b1831,PMC,Pre-existing bilayer stresses modulate triglyceride accumulation in the ER versus lipid droplets,10.7554/elife.62886,PMC7895522,33522484,cc-by,"Cells store energy in the form of neutral lipids (NLs) packaged into micrometer-sized organelles named lipid droplets (LDs). These structures emerge from the endoplasmic reticulum (ER) at sites marked by the protein seipin, but the mechanisms regulating their biogenesis remain poorly understood. Using a combination of molecular simulations, yeast genetics, and fluorescence microscopy, we show that interactions between lipids’ acyl-chains modulate the propensity of NLs to be stored in LDs, in turn preventing or promoting their accumulation in the ER membrane. Our data suggest that diacylglycerol, which is enriched at sites of LD formation, promotes the packaging of NLs into LDs, together with ER-abundant lipids, such as phosphatidylethanolamine. On the opposite end, short and saturated acyl-chains antagonize fat storage in LDs and promote accumulation of NLs in the ER. Our results provide a new conceptual understanding of LD biogenesis in the context of ER homeostasis and function.",2021-02-01,"Zoni, Valeria; Khaddaj, Rasha; Campomanes, Pablo; Thiam, Abdou Rachid; Schneiter, Roger; Vanni, Stefano",,,,,document_parses/pdf_json/ad4c795f4e7867240684bfb62a9f5a40e92b1831.json,document_parses/pmc_json/PMC7895522.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7895522/,
snyj97tb,,PMC,Infektionskrankheiten in der Hausarztpraxis gut versorgen,10.1007/s15006-021-9975-7,PMC8214383,34146257,no-cc,,2021-06-24,"Bogner, Johannes R.",MMW Fortschr Med,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8214383/,
qdwsvsyb,ea4e1f94f502d9ae5dc68bb4086cebe618fb545c,PMC,An acquired acyltransferase promotes Klebsiella pneumoniae ST258 respiratory infection,10.1016/j.celrep.2021.109196,PMC8283688,34077733,cc-by-nc-nd,"Klebsiella pneumoniae ST258 is a human pathogen associated with poor outcomes worldwide. We identify a member of the acyltransferase superfamily 3 (atf3), enriched within the ST258 clade, that provides a major competitive advantage for the proliferation of these organisms in vivo. Comparison of a wild-type ST258 strain (KP35) and a Δatf3 isogenic mutant generated by CRISPR-Cas9 targeting reveals greater NADH:ubiquinone oxidoreductase transcription and ATP generation, fueled by increased glycolysis. The acquisition of atf3 induces changes in the bacterial acetylome, promoting lysine acetylation of multiple proteins involved in central metabolism, specifically Zwf (glucose-6 phosphate dehydrogenase). The atf3-mediated metabolic boost leads to greater consumption of glucose in the host airway and increased bacterial burden in the lung, independent of cytokine levels and immune cell recruitment. Acquisition of this acyltransferase enhances fitness of a K. pneumoniae ST258 isolate and may contribute to the success of this clonal complex as a healthcare-associated pathogen.",2021-06-01,"Ahn, Danielle; Bhushan, Gitanjali; McConville, Thomas H.; Annavajhala, Medini K.; Kumar Soni, Rajesh; Lung, Tania Wong Fok; Hofstaedter, Casey E.; Shah, Shivang S.; Chong, Alexander M.; Castano, Victor G.; Ernst, Robert K.; Uhlemann, Anne-Catrin; Prince, Alice",Cell Rep,,,,document_parses/pdf_json/ea4e1f94f502d9ae5dc68bb4086cebe618fb545c.json,document_parses/pmc_json/PMC8283688.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8283688/,
7ydjr5v6,d2b2d5dcab396f19896e05dd219080543f23ecd0,PMC,WADDAICA: A webserver for aiding protein drug design by artificial intelligence and classical algorithm,10.1016/j.csbj.2021.06.017,PMC8234348,34194678,cc-by-nc-nd,"Artificial intelligence can train the related known drug data into deep learning models for drug design, while classical algorithms can design drugs through established and predefined procedures. Both deep learning and classical algorithms have their merits for drug design. Here, the webserver WADDAICA is built to employ the advantage of deep learning model and classical algorithms for drug design. The WADDAICA mainly contains two modules. In the first module, WADDAICA provides deep learning models for scaffold hopping of compounds to modify or design new novel drugs. The deep learning model which is used in WADDAICA shows a good scoring power based on the PDBbind database. In the second module, WADDAICA supplies functions for modifying or designing new novel drugs by classical algorithms. WADDAICA shows better Pearson and Spearman correlations of binding affinity than Autodock Vina that is considered to have the best scoring power. Besides, WADDAICA supplies a friendly and convenient web interface for users to submit drug design jobs. We believe that WADDAICA is a useful and effective tool to help researchers to modify or design novel drugs by deep learning models and classical algorithms. WADDAICA is free and accessible at https://bqflab.github.io or https://heisenberg.ucam.edu:5000.",2021-06-14,"Bai, Qifeng; Ma, Jian; Liu, Shuo; Xu, Tingyang; Banegas-Luna, Antonio Jesús; Pérez-Sánchez, Horacio; Tian, Yanan; Huang, Junzhou; Liu, Huanxiang; Yao, Xiaojun",Comput Struct Biotechnol J,,,,document_parses/pdf_json/d2b2d5dcab396f19896e05dd219080543f23ecd0.json,document_parses/pmc_json/PMC8234348.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234348/,
aq2v2z09,a0ea95c6674f4071de6d21f2d99e3caddf548a28,PMC,Knowledge Mapping of Acupuncture for Cancer Pain: A Scientometric Analysis (2000–2019),10.2147/jpr.s292657,PMC7872910,33574698,cc-by-nc,"OBJECTIVE: This study aimed to demonstrate the state of the present situation and trends concerning the global use of acupuncture for cancer pain in the past 20 years. METHODS: Searched the Web of Science database from 2000 to 2019 related to acupuncture for cancer pain, and then used CiteSpace to conduct scientometric analysis to acquire the knowledge mapping. RESULTS: Yearly output has increased year by year, and the growth rate has become faster after 2012. According to the cluster analysis of institutions, authors, cited references, and keywords, 4, 4, 15, and 14 categories were obtained, respectively. The most productive countries, institutions, and authors are the USA, Mem Sloan Kettering Cancer Center, and Mao JJ, whose frequencies are 196, 24, and 17, respectively. However, the most important of them are Australia, Univ. Maryland, and Bao T, owing to their highest centrality, they are 0.90, 0.21, and 0.09 separately. Moreover, cited references that contributed to the most co-citations are Crew KD (2010), however, the most key cited reference is Roscoe JA (2003). Keywords such as acupuncture, pain, breast cancer, palliative care, and quality of life are the most frequently used. But auricular acupuncture is the crucial keyword. In the cluster analysis of institutions, authors, cited references, and keywords, the more convincing research categories are multiple myeloma, placebo effect, neck malignancies, and early breast cancer, with S values of 0.990, 0.991, 0.990, and 0.923, respectively. Therefore, they can be regarded as research hotspots in this field. CONCLUSION: Based on the scientometric analysis in the past 20 years, the knowledge mapping of the country, institution, author, cited reference, and the keyword is gained, which has an important guiding significance for quickly and accurately positioning the trend in this field.",2021-02-05,"Huang, Li; Zhao, Yanqing; Xiang, Minhong",J Pain Res,,,,document_parses/pdf_json/a0ea95c6674f4071de6d21f2d99e3caddf548a28.json,document_parses/pmc_json/PMC7872910.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7872910/,
subfeu6q,4b9f522dd6236c2711dd2741b70672d57449afb3,PMC,Precisely Tuned Inhibition of HIF Prolyl Hydroxylases Is Key for Cardioprotection After Ischemia,10.1161/circresaha.120.318216,PMC8048377,33626887,cc-by,,2021-02-25,"Jatho, Aline; Zieseniss, Anke; Brechtel-Curth, Katja; Yamamoto, Atsushi; Coleman, Mathew L.; Vergel Leon, Ana M.; Biggs, Daniel; Davies, Ben; Pugh, Chris W.; Ratcliffe, Peter J.; Katschinski, Dörthe M.",Circ Res,,,,document_parses/pdf_json/4b9f522dd6236c2711dd2741b70672d57449afb3.json,document_parses/pmc_json/PMC8048377.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8048377/,
gb7d355r,a9da36bf1f13ecac08022b51887c444d26a1dfb9,PMC,Interaction between the level of immunoglobulins and number of somatic cells as a factor shaping the immunomodulating properties of colostrum,10.1038/s41598-021-95283-1,PMC8333324,34344942,cc-by,"The aim of this study was to investigate the association between immunoglobulins and SCC as a factor in shaping the content of the immunostimulatory components of colostrum. Seventy-eight multiparous Polish Holstein–Friesian cows were selected for the experiment. Colostrum samples were collected immediately after calving (up to a max. of 2 h). The cows were divided into groups according to the following levels: Immunoglobulins (IG class)—(IG(1)) over 50 g/L, (IG(2)) up to 50 g/L; SCC class—(SCC(1)) up to 400 000/ml, (SCC(2)) 400–800 000/ml, (SCC(3)) over 800 000/ml. Colostrum assigned to the IG(1) SCC(1) group had a statistically significant higher (p ≤ 0.01) concentration of both whey proteins and fatty acids compared to the IG(1) SCC(2) and SCC(3) groups. The concentration of IgG, IgM, and IgA was shown to be higher in IG(1) SCC(1) than IG(2) SCC(3) by 226%, 149%, and 115%, respectively. The concentration of lactoferrin was shown to be higher in IG(1) SCC(1) than IG(2) SCC(3) by 149%. The determination of colostrum quality based on the concentration of immunoglobulins in the colostrum may not be sufficient because serum IgG concentrations at birth show a linear increase relative to colostrum SCC. A breakdown of colostrum into quality classes, taking into account the level of SCC, should therefore be introduced.",2021-08-03,"Puppel, Kamila; Gołębiewski, Marcin; Slósarz, Jan; Grodkowski, Grzegorz; Solarczyk, Paweł; Kostusiak, Piotr; Grodkowska, Kinga; Balcerak, Marek; Sakowski, Tomasz",Sci Rep,,,,document_parses/pdf_json/a9da36bf1f13ecac08022b51887c444d26a1dfb9.json,document_parses/pmc_json/PMC8333324.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8333324/,
y8jn9kph,06b9bd6fc3e1dcc5d002ec3b5b643261d0e00675,PMC,Stakeholder Views on the Idea of Medicines Reuse in the UK,10.3390/pharmacy9020085,PMC8167662,33923745,cc-by,"People’s views about medicines reuse are being examined in a handful of qualitative studies and this commentary adds to that work by drawing on our own discussions with groups of stakeholders in the UK in the past two years. The reuse of medicines within the community pharmacy setting is not permitted in the UK but our multidisciplinary team anticipates that this position will change in the coming years as medication shortages and worries about environmental waste and financial losses from the destruction of unused medicines are brought to the fore. Indeed, for many stakeholders, the issue of waste is a strong feature of conversations about medicines reuse. In addition to this, stakeholders identify the numerous barriers to medicines reuse in the UK. This includes the current uncertainty about the quality of unused medicines returned to pharmacies, which could otherwise be reused. However, stakeholders have also been very willing to propose solutions to a range of existing barriers. Our commentary draws on stakeholder meetings to elaborate the range of views about medicines reuse within a UK context. The challenge is to move forward from these views to advance the technologies that will facilitate medicines reuse practically as well as legally.",2021-04-16,"Donyai, Parastou; McCrindle, Rachel; Hui, Terence K. L.; Sherratt, R. Simon",Pharmacy (Basel),,,,document_parses/pdf_json/06b9bd6fc3e1dcc5d002ec3b5b643261d0e00675.json,document_parses/pmc_json/PMC8167662.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8167662/,
cn0utb1z,,PMC,Lineage tracing of direct astrocyte-to-neuron conversion in the mouse cortex,10.4103/1673-5374.295925,PMC8067918,33063738,cc-by-nc-sa,"Regenerating functional new neurons in the adult mammalian central nervous system has been proven to be very challenging due to the inability of neurons to divide and repopulate themselves after neuronal loss. Glial cells, on the other hand, can divide and repopulate themselves under injury or diseased conditions. We have previously reported that ectopic expression of NeuroD1 in dividing glial cells can directly convert them into neurons. Here, using astrocytic lineage-tracing reporter mice (Aldh1l1-CreER(T2) mice crossing with Ai14 mice), we demonstrate that lineage-traced astrocytes can be successfully converted into NeuN-positive neurons after expressing NeuroD1 through adeno-associated viruses. Retroviral expression of NeuroD1 further confirms that dividing glial cells can be converted into neurons. Importantly, we demonstrate that for in vivo cell conversion study, using a safe level of adeno-associated virus dosage (10(10)–10(12) gc/mL, 1 µL) in the rodent brain is critical to avoid artifacts caused by toxic dosage, such as that used in a recent bioRxiv study (2 × 10(13) gc/mL, 1 µL, mouse cortex). For therapeutic purpose under injury or diseased conditions, or for non-human primate studies, adeno-associated virus dosage needs to be optimized through a series of dose-finding experiments. Moreover, for future in vivo glia-to-neuron conversion studies, we recommend that the adeno-associated virus results are further verified with retroviruses that mainly express transgenes in dividing glial cells in order to draw solid conclusions. The study was approved by the Laboratory Animal Ethics Committee of Jinan University, China (approval No. IACUC-20180330-06) on March 30, 2018.",2020-10-09,"Xiang, Zongqin; Xu, Liang; Liu, Minhui; Wang, Qingsong; Li, Wen; Lei, Wenliang; Chen, Gong",Neural Regen Res,,,,,document_parses/pmc_json/PMC8067918.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067918/,
4m9ijqdl,9f0a305fbbbbf0e2ed84d66b97de9d8b21529bfe,PMC,Vaccine Therapies for Cancer: Then and Now,10.1007/s11523-020-00788-w,PMC7845582,33512679,cc-by-nc,"There are strong biologic and preclinical rationales for the development of therapeutic cancer vaccines; however, the clinical translation of this treatment strategy has been challenging. It is now understood that many previous clinical trials of cancer vaccines used target antigens or vaccine designs that inherently lacked sufficient immunogenicity to induce clinical responses. Despite the historical track record, breakthrough advances in cancer immunobiology and vaccine technologies have supported continued interest in therapeutic cancer vaccinations, with the hope that next-generation vaccine strategies will enable patients with cancer to develop long-lasting anti-tumor immunity. There has been substantial progress identifying antigens and vaccine vectors that lead to strong and broad T cell responses, tailoring vaccine designs to achieve optimal antigen presentation, and finding combination partners employing complementary mechanisms of action (e.g., checkpoint inhibitors) to overcome the diverse methods cancer cells use to evade and suppress the immune system. Results from randomized, phase 3 studies testing therapeutic cancer vaccines based on these advances are eagerly awaited. Here, we summarize the successes and failures in the clinical development of cancer vaccines, address how this historical experience and advances in science and technology have shaped efforts to improve vaccines, and offer a clinical perspective on the future role of vaccine therapies for cancer.",2021-01-29,"Morse, Michael A.; Gwin, William R.; Mitchell, Duane A.",Target Oncol,,,,document_parses/pdf_json/9f0a305fbbbbf0e2ed84d66b97de9d8b21529bfe.json,document_parses/pmc_json/PMC7845582.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7845582/,
cmz3jgpn,8d837150cf59165c40e241549a0e0d3ae20a5b44,PMC,Targeting AMPK by Statins: A Potential Therapeutic Approach,10.1007/s40265-021-01510-4,PMC8144155,33939118,cc-by-nc,"Statins are a group of lipid-lowering drugs that inhibit cholesterol biosynthesis and have anti-inflammatory, anti-tumor, and immunomodulatory properties. Several lines of evidence indicate that statins regulate multiple proteins associated with the regulation of differing cellular pathways. The 5′-adenosine monophosphate-activated protein kinase (AMPK) pathway plays an important role in metabolism homeostasis with effects on cellular processes including apoptosis and the inflammatory responses through several pathways. Recently, it has been shown that statins can affect the AMPK pathway in differing physiological and pathological ways, resulting in anti-cancer, cardio-protective, neuro-protective, and anti-tubercular effects; additionally, they have therapeutic effects on non-alcoholic fatty liver disease and diabetes mellitus-associated complications. Statins activate AMPK as an energy sensor that inhibits cell proliferation and induces apoptosis in cancer cells, whilst exerting its cardio-protective effects through inhibition of inflammation and fibrosis, and promotion of angiogenesis. Furthermore, statin-associated AMPK activation leads to decreased lipid accumulation and decreased amyloid beta deposition in the liver and brain, respectively, and may have therapeutic effects on the liver and neurons. In this review, we summarize the results of studies of AMPK-associated therapeutic effects of statins in different pathological conditions.",2021-05-03,"Dehnavi, Sajad; Kiani, Amirhossein; Sadeghi, Mahvash; Biregani, Ali Farhadi; Banach, Maciej; Atkin, Stephen L.; Jamialahmadi, Tannaz; Sahebkar, Amirhossein",Drugs,,,,document_parses/pdf_json/8d837150cf59165c40e241549a0e0d3ae20a5b44.json,document_parses/pmc_json/PMC8144155.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8144155/,
bgk6lyxt,13302e214af4bad41ad408d7e4cb506229288e75,PMC,Recent Advances on Immune Targeted Therapy of Colorectal Cancer Using bi-Specific Antibodies and Therapeutic Vaccines,10.1186/s12575-021-00147-7,PMC8245152,34193050,cc-by,"Colorectal cancer (CRC) is a universal heterogeneous disease that is characterized by genetic and epigenetic alterations. Immunotherapy using monoclonal antibodies (mAb) and cancer vaccines are substitute strategies for CRC treatment. When cancer immunotherapy is combined with chemotherapy, surgery, and radiotherapy, the CRC treatment would become excessively efficient. One of the compelling immunotherapy approaches to increase the efficiency of CRC therapy is the deployment of therapeutic mAbs, nanobodies, bi-specific antibodies and cancer vaccines, which improve clinical outcomes in patients. Also, among the possible therapeutic approaches for CRC patients, gene vaccines in combination with antibodies are recently introduced as a new perspective. Here, we aimed to present the current progress in CRC immunotherapy, especially using Bi-specific antibodies and dendritic cells mRNA vaccines. For this aim, all data were extracted from Google Scholar, PubMed, Scopus, and Elsevier, using keywords cancer vaccines; CRC immunotherapy and CRC mRNA vaccines. About 97 articles were selected and investigated completely based on the latest developments and novelties on bi-specific antibodies, mRNA vaccines, nanobodies, and MGD007.",2021-07-01,"Azadi, Ali; Golchini, Alireza; Delazar, Sina; Abarghooi Kahaki, Fatemeh; Dehnavi, Seyed Mohsen; Payandeh, Zahra; Eyvazi, Shirin",Biol Proced Online,,,,document_parses/pdf_json/13302e214af4bad41ad408d7e4cb506229288e75.json,document_parses/pmc_json/PMC8245152.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8245152/,
5bpiypgl,88501dbbbcbbd3276965745bdd3f6be266811eae,PMC,Unsupervised water scene dehazing network using multiple scattering model,10.1371/journal.pone.0253214,PMC8238221,34181688,cc-by,"In water scenes, where hazy images are subject to multiple scattering and where ideal data sets are difficult to collect, many dehazing methods are not as effective as they could be. Therefore, an unsupervised water scene dehazing network using atmospheric multiple scattering model is proposed. Unlike previous image dehazing methods, our method uses the unsupervised neural network and the atmospheric multiple scattering model and solves the problem of difficult acquisition of ideal datasets and the effect of multiple scattering on the image. In our method, in order to embed the atmospheric multiple scattering model into the unsupervised dehazing network, the unsupervised dehazing network uses four branches to estimate the scene radiation layer, transmission map layer, blur kernel layer and atmospheric light layer, the hazy image is then synthesized from the four output layers, minimizing the input hazy image and the output hazy image, where the output scene radiation layer is the final dehazing image. In addition, we constructed unsupervised loss functions which applicable to image dehazing by prior knowledge, i.e., color attenuation energy loss and dark channel loss. The method has a wide range of applications, with haze being thick and variable in marine, river and lake scenes, the method can be used to assist ship vision for target detection or forward road recognition in hazy conditions. Through extensive experiments on synthetic and real-world images, the proposed method is able to recover the details, structure and texture of the water image better than five advanced dehazing methods.",2021-06-28,"An, Shunmin; Huang, Xixia; Wang, Linling; Zheng, Zhangjing; Wang, Le",PLoS One,,,,document_parses/pdf_json/88501dbbbcbbd3276965745bdd3f6be266811eae.json,document_parses/pmc_json/PMC8238221.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8238221/,
s1mlh57q,97dbc57f13c0090cdb1e86787b276317e638c6c5,PMC,"Uncovering the Mechanism of Curcuma in the Treatment of Ulcerative Colitis Based on Network Pharmacology, Molecular Docking Technology, and Experiment Verification",10.1155/2021/6629761,PMC8225429,34221084,cc-by,"AIM: The incidence of ulcerative colitis (UC) is increasing steadily in developed countries, it is plaguing nearly 1 million people in the United States and European countries, while developing countries have had a rapidly increased incidence over the past decades. Curcuma is widely used in treating malaria, UC, Crohn's disease, and colon cancer, which lead to diarrhea and bloody stool. However, the systemic mechanism of curcuma in treating UC is still unclear. Our work was supposed to expound how does curcuma alleviate UC in a comprehensive and systematic way by network pharmacology, molecular docking, and experiment verification. METHODS: Traditional Chinese Medicine System Pharmacology Database (TCMSP), Shanghai Chemistry & Chemical Industry Data Platform (SGST), and papers published in Chinese Network Knowledge Infrastructure (CNKI) and PubMed were used to collect the chemical constituents of curcuma based on ADME (absorption, distribution, metabolism, and excretion). And effective targets were predicted by Swiss Target Prediction to establish the curcuma-related database. The disease targets of UC were screened by GeneCards and DrugBank databases, and Wayne (Venn) analysis was carried out with curcuma targets to determine the intersection targets. AutoDock software and TCMNPAS system were used to dock the core chemical components of curcuma with key UC targets. Protein interaction (PPI) network was constructed based on the STRING database and Cytoscape software. Gene function GO analysis and KEGG pathway enrichment analysis were carried out by using Metascape database. Finally, HE staining was performed to identify the inflammatory infiltration and expression difference in TNF-α and STAT3 before and after the treatment of curcuma which was verified by immunoblotting. RESULTS: Twelve active components containing 148 target genes were selected from curcuma. Potential therapeutic targets of curcuma in the treatment of UC were acquired from 54 overlapped targets from UC and curcuma. Molecular docking was used to filter the exact 24 core proteins interacting with compounds whose docking energy is lower than −5.5 and stronger than that of 5-aminosalicylic acid (5-ASA). GO and KEGG analyses showed that these targets were highly correlated with EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, JAK-STAT signaling pathway, MAPK signaling pathway, and inflammatory bowel disease (IBD). Experiments verified curcuma relieved pathological manifestation and decreased the expression of TNF-α and STAT3. CONCLUSION: Curcuma relieved the colon inflammation of ulcerative colitis via inactivating TNF pathway, inflammatory bowel disease pathway, and epithelial cell signaling in Helicobacter pylori infection pathway, probably by binding to STAT3 and TNF-α.",2021-06-16,"Liu, Suxian; Li, Qiaodong; Liu, Fengzhi; Cao, Hui; Liu, Jun; Shan, Jingyi; Dan, Wenchao; Yuan, Jianye; Lin, Jiang",Evid Based Complement Alternat Med,,,,document_parses/pdf_json/97dbc57f13c0090cdb1e86787b276317e638c6c5.json,document_parses/pmc_json/PMC8225429.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8225429/,
hd5h0w0u,aadbfe6abb0a0075d2147f646ba4146486637bca,PMC,Transcriptome-wide identification of squalene epoxidase genes from Glycyrrhiza glabra L.: expression analysis and heterologous expression of GgSQE1 suggest important role in terpenoid biosynthesis,10.1007/s00709-021-01616-2,PMC7904238,33629144,no-cc,"Squalene epoxidase (SQE) is a crucial regulatory enzyme for the biosynthesis of several important classes of compounds including sterols and triterpenoids. The present paper identified and characterised five SQE genes (GgSQE1 to GgSQE5) from Glycyrrhiza glabra through transcriptome data mining and homology-based cloning, for the first time. The phylogenetic analysis implied their functional divergence. The ORF corresponding to one of the five SQEs, namely, GgSQE1, was cloned and studied for its function in a heterologous system, following transient and stable expressions. The transient expression followed by GgSQE1 encoding protein purification suggested approximately 58.0-kDa protein following the predicted molecular mass of the deduced protein. The gene expression profiling based on qRT-PCR indicated its highest expression (6.4-folds) in the 10-month-old roots. Furthermore, ABA (12.4-folds) and GA(3) (2.47) treatments upregulated the expression of GgSQE1 in the shoots after 10 and 12 hours, respectively, which was also reflected in glycyrrhizin accumulation. The inductive effects of ABA and GA(3) over GgSQE1 expression were also confirmed through functional analysis of GgSQE1 promoters using GUS fusion construct. Stable constitutive expression of GgSQE1 in Nicotiana tabacum modulated the sterol contents. The study could pave the way for understanding the metabolic flux regulation concerning biosynthesis of related sterols and triterpenoids. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s00709-021-01616-2.",2021-02-24,"Manzoor, Malik Muzafar; Goyal, Pooja; Pandotra, Pankaj; Dar, Mohd Saleem; Dar, Mohd Jamal; Misra, Prashant; Gupta, Ajai P.; Vishwakarma, Ram A.; Ahuja, Ashok; Dhar, Manoj K.; Gupta, Suphla",Protoplasma,,,,document_parses/pdf_json/aadbfe6abb0a0075d2147f646ba4146486637bca.json,document_parses/pmc_json/PMC7904238.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7904238/,
5wc67t1a,bc5b2eace1b9fa0c66c776ded989a18f0a2aec25,PMC,Acetylation-mediated remodeling of the nucleolus regulates cellular acetyl-CoA responses,10.1371/journal.pbio.3000981,PMC7728262,33253182,cc0,"The metabolite acetyl-coenzyme A (acetyl-CoA) serves as an essential element for a wide range of cellular functions including adenosine triphosphate (ATP) production, lipid synthesis, and protein acetylation. Intracellular acetyl-CoA concentrations are associated with nutrient availability, but the mechanisms by which a cell responds to fluctuations in acetyl-CoA levels remain elusive. Here, we generate a cell system to selectively manipulate the nucleo-cytoplasmic levels of acetyl-CoA using clustered regularly interspaced short palindromic repeat (CRISPR)-mediated gene editing and acetate supplementation of the culture media. Using this system and quantitative omics analyses, we demonstrate that acetyl-CoA depletion alters the integrity of the nucleolus, impairing ribosomal RNA synthesis and evoking the ribosomal protein-dependent activation of p53. This nucleolar remodeling appears to be mediated through the class IIa histone deacetylases (HDACs). Our findings highlight acetylation-mediated control of the nucleolus as an important hub linking acetyl-CoA fluctuations to cellular stress responses.",2020-11-30,"Houston, Ryan; Sekine, Shiori; Calderon, Michael J.; Seifuddin, Fayaz; Wang, Guanghui; Kawagishi, Hiroyuki; Malide, Daniela A.; Li, Yuesheng; Gucek, Marjan; Pirooznia, Mehdi; Nelson, Alissa J.; Stokes, Matthew P.; Stewart-Ornstein, Jacob; Mullett, Steven J.; Wendell, Stacy G.; Watkins, Simon C.; Finkel, Toren; Sekine, Yusuke",PLoS Biol,,,,document_parses/pdf_json/bc5b2eace1b9fa0c66c776ded989a18f0a2aec25.json,document_parses/pmc_json/PMC7728262.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7728262/,
